 ,Label,Area,Mean,Min,Max,X,Y,BX,BY,Width,Height
151,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0151-0611:c:2/3 t:1/12 - TimeCourseNoise #1,790,15777.541,203,52661,396.224,973.695,379,991,34,38
152,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0152-0604:c:2/3 t:1/12 - TimeCourseNoise #1,489,14993.871,462,53433,1088.038,977.880,1072,990,31,23
153,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0153-0615:c:2/3 t:1/12 - TimeCourseNoise #1,1288,23693.761,94,65535,958.929,967.807,939,988,40,41
154,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0154-0614:c:2/3 t:1/12 - TimeCourseNoise #1,752,17299.569,336,57926,484.358,968.790,470,986,34,34
155,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0155-0613:c:2/3 t:1/12 - TimeCourseNoise #1,549,15614.882,169,50133,1010.580,971.347,997,986,29,32
156,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0156-0619:c:2/3 t:1/12 - TimeCourseNoise #1,860,18493.163,313,63022,793.386,963.899,775,980,35,32
157,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0157-0618:c:2/3 t:1/12 - TimeCourseNoise #1,442,15702.314,171,56145,1177.486,963.867,1164,976,27,22
158,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0158-0628:c:2/3 t:1/12 - TimeCourseNoise #1,549,14945.304,123,55077,670.544,954.897,649,966,39,22
159,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0159-0639:c:2/3 t:1/12 - TimeCourseNoise #1,1031,17153.522,331,60395,173.659,945.870,151,962,44,36
160,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0160-0644:c:2/3 t:1/12 - TimeCourseNoise #1,747,18075.918,190,56820,222.691,937.046,206,956,36,34
161,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0161-0643:c:2/3 t:1/12 - TimeCourseNoise #1,646,15773.822,377,52617,562.872,939.118,545,956,35,32
162,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0162-0646:c:2/3 t:1/12 - TimeCourseNoise #1,587,15114.278,235,60698,879.037,937.272,866,952,26,31
163,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0163-0653:c:2/3 t:1/12 - TimeCourseNoise #1,433,15873.171,222,56728,989.706,928.033,974,945,27,31
164,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0164-0650:c:2/3 t:1/12 - TimeCourseNoise #1,406,16787.052,452,54405,1282.603,933.249,1271,945,23,24
165,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0165-0658:c:2/3 t:1/12 - TimeCourseNoise #1,767,18214.370,861,63486,486.594,924.643,472,941,30,32
166,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0166-0659:c:2/3 t:1/12 - TimeCourseNoise #1,932,15978.090,272,63002,821.676,923.100,800,941,39,35
167,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0167-0656:c:2/3 t:1/12 - TimeCourseNoise #1,408,15280.838,146,50046,754.037,924.248,731,939,39,25
168,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0168-0660:c:2/3 t:1/12 - TimeCourseNoise #1,487,15205.809,116,48132,86.504,925.939,71,938,28,31
169,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0169-0669:c:2/3 t:1/12 - TimeCourseNoise #1,1500,19484.054,505,65535,418.461,912.839,398,938,40,48
170,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0170-0659:c:2/3 t:1/12 - TimeCourseNoise #1,577,17557.976,84,57756,611.503,924.068,598,938,29,29
171,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0171-0673:c:2/3 t:1/12 - TimeCourseNoise #1,1966,26027.864,183,65535,361.984,909.950,338,936,49,52
172,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0172-0670:c:2/3 t:1/12 - TimeCourseNoise #1,481,15969.751,276,49504,1158.321,912.891,1146,926,24,27
173,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0173-0676:c:2/3 t:1/12 - TimeCourseNoise #1,724,16061.110,201,63040,137.852,903.854,124,925,31,37
174,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0174-0679:c:2/3 t:1/12 - TimeCourseNoise #1,617,16328.601,180,65535,693.589,904.912,680,920,30,33
175,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0175-0683:c:2/3 t:1/12 - TimeCourseNoise #1,961,15722.061,245,62990,914.025,900.529,899,919,31,39
176,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0176-0689:c:2/3 t:1/12 - TimeCourseNoise #1,937,17661.140,107,65535,230.915,891.168,210,911,47,34
177,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0177-0688:c:2/3 t:1/12 - TimeCourseNoise #1,410,15136.417,185,57498,306.844,892.602,293,908,27,27
178,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0178-0696:c:2/3 t:1/12 - TimeCourseNoise #1,670,19583.070,185,61198,1358.572,886.718,1344,903,29,32
179,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0179-0700:c:2/3 t:1/12 - TimeCourseNoise #1,885,15524.388,73,53066,1109.101,883.881,1090,902,36,38
180,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0180-0701:c:2/3 t:1/12 - TimeCourseNoise #1,884,16355.191,96,60887,1031.941,881.724,1014,900,35,36
181,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0181-0708:c:2/3 t:1/12 - TimeCourseNoise #1,1748,17770.344,87,62308,63.414,874.919,39,898,49,47
182,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0182-0705:c:2/3 t:1/12 - TimeCourseNoise #1,678,15630.510,139,54980,613.820,876.950,601,897,29,39
183,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0183-0701:c:2/3 t:1/12 - TimeCourseNoise #1,654,16564.538,196,55969,952.844,881.711,938,896,30,29
184,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0184-0706:c:2/3 t:1/12 - TimeCourseNoise #1,715,17169.618,128,53799,663.237,876.462,649,893,29,33
185,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0185-0708:c:2/3 t:1/12 - TimeCourseNoise #1,658,16533.647,468,61981,1407.318,874.188,1395,892,24,35
186,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0186-0714:c:2/3 t:1/12 - TimeCourseNoise #1,537,15942.605,112,61513,1234.293,866.396,1216,885,33,33
187,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0187-0726:c:2/3 t:1/12 - TimeCourseNoise #1,830,19203.787,523,62053,419.496,856.149,402,874,34,35
188,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0188-0724:c:2/3 t:1/12 - TimeCourseNoise #1,601,15162.577,73,61448,331.478,859.009,315,873,32,29
189,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0189-0725:c:2/3 t:1/12 - TimeCourseNoise #1,512,17641.670,260,56254,1069.422,858.260,1056,870,28,24
190,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0190-0729:c:2/3 t:1/12 - TimeCourseNoise #1,475,15388.423,320,62570,210.433,851.913,193,869,32,30
191,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0191-0740:c:2/3 t:1/12 - TimeCourseNoise #1,1132,17274.480,274,57886,740.898,841.416,722,864,37,42
192,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0192-0736:c:2/3 t:1/12 - TimeCourseNoise #1,621,16132.585,148,62026,150.442,845.713,137,863,33,32
193,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0193-0746:c:2/3 t:1/12 - TimeCourseNoise #1,1169,18750.820,142,64000,254.950,836.523,237,860,40,46
194,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0194-0737:c:2/3 t:1/12 - TimeCourseNoise #1,579,17398.622,93,55059,834.225,845.721,815,857,37,23
195,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0195-0751:c:2/3 t:1/12 - TimeCourseNoise #1,578,14627.659,331,52891,676.557,833.742,664,851,30,38
196,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0196-0761:c:2/3 t:1/12 - TimeCourseNoise #1,1355,18262.186,384,65535,376.143,820.617,354,844,44,44
197,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0197-0773:c:2/3 t:1/12 - TimeCourseNoise #1,1633,19407.279,286,65535,469.336,813.349,449,842,40,65
198,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0198-0756:c:2/3 t:1/12 - TimeCourseNoise #1,754,16501.459,164,59123,1196.390,826.439,1181,842,31,31
199,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0199-0758:c:2/3 t:1/12 - TimeCourseNoise #1,520,15901.567,391,51717,1115.744,826.487,1103,841,29,33
200,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0200-0759:c:2/3 t:1/12 - TimeCourseNoise #1,516,15315.200,311,57091,945.316,822.771,929,837,33,26
201,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0201-0762:c:2/3 t:1/12 - TimeCourseNoise #1,583,18526.189,365,57493,1309.361,820.684,1296,835,28,29
202,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0202-0766:c:2/3 t:1/12 - TimeCourseNoise #1,802,15751.132,112,48078,1038.986,817.257,1020,833,39,32
203,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0203-0774:c:2/3 t:1/12 - TimeCourseNoise #1,440,15767.407,187,46718,315.036,809.095,295,831,33,44
204,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0204-0772:c:2/3 t:1/12 - TimeCourseNoise #1,1301,16222.182,103,61681,517.847,810.605,496,829,48,37
205,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0205-0772:c:2/3 t:1/12 - TimeCourseNoise #1,736,14996.319,176,62277,106.807,811.031,92,827,30,32
206,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0206-0782:c:2/3 t:1/12 - TimeCourseNoise #1,1151,16114.287,169,56357,1419.957,799.905,1401,823,36,45
207,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0207-0776:c:2/3 t:1/12 - TimeCourseNoise #1,592,15310.873,345,50017,869.106,807.203,852,821,32,29
208,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0208-0792:c:2/3 t:1/12 - TimeCourseNoise #1,1224,18893.240,109,57193,716.261,791.254,696,811,40,40
209,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0209-0802:c:2/3 t:1/12 - TimeCourseNoise #1,2095,17853.524,116,65535,587.404,780.347,562,808,49,55
210,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0210-0797:c:2/3 t:1/12 - TimeCourseNoise #1,674,17775.030,181,59608,670.484,785.510,657,803,28,34
211,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0211-0798:c:2/3 t:1/12 - TimeCourseNoise #1,815,15672.737,117,54462,1552.271,785.598,1533,801,36,32
212,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0212-0804:c:2/3 t:1/12 - TimeCourseNoise #1,669,15582.767,249,57253,1098.147,779.016,1083,794,30,30
213,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0213-0805:c:2/3 t:1/12 - TimeCourseNoise #1,583,15064.573,279,54789,1204.073,777.800,1193,794,23,33
214,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0214-0828:c:2/3 t:1/12 - TimeCourseNoise #1,1799,18270.066,103,64384,43.239,754.387,18,783,48,56
215,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0215-0817:c:2/3 t:1/12 - TimeCourseNoise #1,643,15623.823,466,54705,1055.186,768.205,1040,783,29,34
216,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0216-0815:c:2/3 t:1/12 - TimeCourseNoise #1,442,16246.326,292,52324,762.235,767.287,746,780,29,24
217,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0217-0820:c:2/3 t:1/12 - TimeCourseNoise #1,772,15612.448,194,53835,637.886,761.667,619,778,35,31
218,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0218-0821:c:2/3 t:1/12 - TimeCourseNoise #1,478,15186.446,144,48732,837.013,763.425,820,774,31,25
219,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0219-0826:c:2/3 t:1/12 - TimeCourseNoise #1,1021,17069.110,267,60393,994.397,758.408,974,774,44,34
220,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0220-0830:c:2/3 t:1/12 - TimeCourseNoise #1,561,16305.221,267,60250,241.771,752.315,230,771,27,36
221,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0221-0831:c:2/3 t:1/12 - TimeCourseNoise #1,643,15175.788,135,57164,344.783,753.715,328,768,35,32
222,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0222-0833:c:2/3 t:1/12 - TimeCourseNoise #1,1044,18024.216,270,63589,927.170,750.132,908,768,38,36
223,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0223-0834:c:2/3 t:1/12 - TimeCourseNoise #1,475,15923.444,258,55867,415.083,752.355,397,764,33,30
224,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0224-0835:c:2/3 t:1/12 - TimeCourseNoise #1,747,17429.478,169,52050,880.096,748.724,864,763,33,31
225,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0225-0840:c:2/3 t:1/12 - TimeCourseNoise #1,939,17018.152,153,62569,727.369,742.326,710,761,35,37
226,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0226-0839:c:2/3 t:1/12 - TimeCourseNoise #1,909,18191.910,132,54659,1347.355,743.564,1329,760,37,32
227,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0227-0845:c:2/3 t:1/12 - TimeCourseNoise #1,1222,18517.493,295,59120,297.685,737.899,278,758,40,41
228,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0228-0850:c:2/3 t:1/12 - TimeCourseNoise #1,939,16697.465,130,52361,471.496,733.716,453,751,36,36
229,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0229-0859:c:2/3 t:1/12 - TimeCourseNoise #1,1437,16446.449,75,63912,1233.544,722.863,1212,746,42,45
230,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0230-0861:c:2/3 t:1/12 - TimeCourseNoise #1,729,16623.499,432,59984,95.379,722.721,77,739,32,34
231,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0231-0885:c:2/3 t:1/12 - TimeCourseNoise #1,1067,15862.375,128,54570,43.474,697.425,25,717,37,38
232,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0232-0887:c:2/3 t:1/12 - TimeCourseNoise #1,1406,17289.360,137,65535,150.686,695.526,126,715,52,39
233,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0233-0886:c:2/3 t:1/12 - TimeCourseNoise #1,1062,18324.047,178,64257,839.711,697.454,819,714,41,35
234,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0234-0890:c:2/3 t:1/12 - TimeCourseNoise #1,936,17425.464,167,59465,942.464,692.469,925,711,33,37
235,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0235-0887:c:2/3 t:1/12 - TimeCourseNoise #1,482,15804.956,107,59849,1482.658,694.720,1470,708,27,25
236,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0236-0901:c:2/3 t:1/12 - TimeCourseNoise #1,1202,19036.622,139,58714,604.027,683.258,583,703,43,42
237,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0237-0899:c:2/3 t:1/12 - TimeCourseNoise #1,708,16313.636,235,61854,422.274,688.508,404,702,41,36
238,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0238-0897:c:2/3 t:1/12 - TimeCourseNoise #1,802,18024.201,196,65535,1545.544,685.693,1530,702,32,33
239,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0239-0894:c:2/3 t:1/12 - TimeCourseNoise #1,444,15090.459,379,58451,1350.766,687.568,1337,700,27,23
240,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0240-0910:c:2/3 t:1/12 - TimeCourseNoise #1,1630,18582.186,249,57809,312.839,672.134,292,697,43,48
241,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0241-0903:c:2/3 t:1/12 - TimeCourseNoise #1,487,15880.478,144,61745,1127.350,681.202,1113,694,26,28
242,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0242-0913:c:2/3 t:1/12 - TimeCourseNoise #1,613,16215.520,77,62512,472.172,668.702,461,687,25,34
243,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0243-0919:c:2/3 t:1/12 - TimeCourseNoise #1,1398,21026.768,308,62282,996.487,664.333,974,686,43,44
244,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0244-0915:c:2/3 t:1/12 - TimeCourseNoise #1,707,16185.201,128,61346,86.623,667.591,69,685,33,34
245,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0245-0911:c:2/3 t:1/12 - TimeCourseNoise #1,655,16812.423,100,54333,225.266,672.280,205,684,41,25
246,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0246-0924:c:2/3 t:1/12 - TimeCourseNoise #1,654,14979.474,293,58145,1252.402,658.810,1236,674,33,30
247,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0247-0926:c:2/3 t:1/12 - TimeCourseNoise #1,466,15220.139,462,49009,147.667,656.910,134,669,28,25
248,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0248-0935:c:2/3 t:1/12 - TimeCourseNoise #1,1012,17532.140,208,65535,738.405,648.100,723,669,31,42
249,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0249-0933:c:2/3 t:1/12 - TimeCourseNoise #1,863,17121.649,146,54748,555.419,649.645,538,667,34,34
250,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0250-0932:c:2/3 t:1/12 - TimeCourseNoise #1,756,18481.306,196,60906,792.315,651.458,777,666,32,30
251,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0251-0934:c:2/3 t:1/12 - TimeCourseNoise #1,717,17927.142,133,59011,680.709,648.397,664,665,31,33
252,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0252-0942:c:2/3 t:1/12 - TimeCourseNoise #1,474,16645.238,272,61953,1537.654,641.165,1522,653,30,24
253,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0253-0945:c:2/3 t:1/12 - TimeCourseNoise #1,480,15691.831,87,54657,1034.640,637.154,1024,651,23,27
254,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0254-0960:c:2/3 t:1/12 - TimeCourseNoise #1,790,18236.376,185,60787,378.451,622.877,364,647,34,49
255,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0255-0955:c:2/3 t:1/12 - TimeCourseNoise #1,841,16364.438,240,48547,1180.952,628.368,1167,647,33,39
256,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0256-0953:c:2/3 t:1/12 - TimeCourseNoise #1,518,15241.052,135,45565,1356.647,630.390,1341,643,32,27
257,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0257-0958:c:2/3 t:1/12 - TimeCourseNoise #1,913,23000.936,110,65535,857.835,625.097,841,642,34,35
258,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0258-0956:c:2/3 t:1/12 - TimeCourseNoise #1,535,16789.069,132,59949,83.930,628.521,67,640,30,27
259,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0259-0965:c:2/3 t:1/12 - TimeCourseNoise #1,681,15945.313,441,54880,941.083,618.487,924,634,39,33
260,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0260-0971:c:2/3 t:1/12 - TimeCourseNoise #1,435,15532.184,269,45353,260.744,611.429,250,631,20,38
261,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0261-0973:c:2/3 t:1/12 - TimeCourseNoise #1,1272,17026.079,93,57553,701.678,608.845,682,630,39,41
262,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0262-0971:c:2/3 t:1/12 - TimeCourseNoise #1,858,16307.300,203,61155,1071.551,612.262,1054,629,37,35
263,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0263-0977:c:2/3 t:1/12 - TimeCourseNoise #1,788,16486.234,139,60926,1011.487,605.016,995,624,32,36
264,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0264-0971:c:2/3 t:1/12 - TimeCourseNoise #1,455,18520.571,192,53505,561.219,612.173,544,621,33,19
265,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0265-0982:c:2/3 t:1/12 - TimeCourseNoise #1,826,16358.860,203,52107,313.522,601.320,299,620,33,39
266,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0266-0980:c:2/3 t:1/12 - TimeCourseNoise #1,601,16689.228,105,53093,782.923,606.533,765,620,34,35
267,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0267-0996:c:2/3 t:1/12 - TimeCourseNoise #1,1211,17953.229,98,65535,114.554,589.813,90,608,44,43
268,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0268-1000:c:2/3 t:1/12 - TimeCourseNoise #1,1134,20498.563,651,65141,900.605,582.671,880,601,40,36
269,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0269-0998:c:2/3 t:1/12 - TimeCourseNoise #1,470,15771.677,206,54419,53.545,580.843,34,600,33,31
270,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0270-0999:c:2/3 t:1/12 - TimeCourseNoise #1,430,15162.637,167,54888,850.416,583.240,837,599,23,30
271,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0271-0999:c:2/3 t:1/12 - TimeCourseNoise #1,458,16253.063,153,53760,552.989,583.596,532,594,46,21
272,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0272-1011:c:2/3 t:1/12 - TimeCourseNoise #1,455,15376.598,169,53742,379.348,570.898,368,585,24,27
273,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0273-1021:c:2/3 t:1/12 - TimeCourseNoise #1,976,21131.819,171,60792,808.861,562.412,791,580,36,36
274,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0274-1023:c:2/3 t:1/12 - TimeCourseNoise #1,576,16063.649,473,50459,191.398,558.781,178,576,27,32
275,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0275-1034:c:2/3 t:1/12 - TimeCourseNoise #1,1196,18271.564,201,65535,275.256,550.359,252,569,43,41
276,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0276-1035:c:2/3 t:1/12 - TimeCourseNoise #1,834,15039.020,180,55209,1185.177,549.739,1165,567,36,39
277,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0277-1035:c:2/3 t:1/12 - TimeCourseNoise #1,838,17510.440,142,65535,326.338,546.854,308,566,34,36
278,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0278-1045:c:2/3 t:1/12 - TimeCourseNoise #1,888,16068.970,167,55896,27.898,537.461,10,557,34,38
279,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0279-1047:c:2/3 t:1/12 - TimeCourseNoise #1,901,17106.038,459,55778,1302.927,536.204,1285,555,34,39
280,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0280-1061:c:2/3 t:1/12 - TimeCourseNoise #1,1840,19893.409,187,65535,395.588,521.648,373,548,45,52
281,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0281-1058:c:2/3 t:1/12 - TimeCourseNoise #1,513,15878.464,329,49570,774.137,527.124,762,547,24,44
282,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0282-1055:c:2/3 t:1/12 - TimeCourseNoise #1,1229,20514.858,404,62908,1089.754,526.789,1069,547,41,39
283,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0283-1057:c:2/3 t:1/12 - TimeCourseNoise #1,749,17266.543,167,52691,1236.333,527.699,1220,545,31,39
284,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0284-1064:c:2/3 t:1/12 - TimeCourseNoise #1,719,16737.545,313,50312,1478.126,518.376,1462,534,32,31
285,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0285-1066:c:2/3 t:1/12 - TimeCourseNoise #1,412,16104.078,404,54362,1375.801,518.231,1360,529,29,25
286,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0286-1076:c:2/3 t:1/12 - TimeCourseNoise #1,726,15904.289,274,57737,961.306,507.236,948,527,29,40
287,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0287-1083:c:2/3 t:1/12 - TimeCourseNoise #1,859,17156.967,281,60584,192.124,496.540,174,519,38,39
288,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0288-1080:c:2/3 t:1/12 - TimeCourseNoise #1,579,17511.100,125,62654,507.398,506.030,488,519,35,33
289,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0289-1081:c:2/3 t:1/12 - TimeCourseNoise #1,708,19966.907,308,65535,318.267,502.856,301,517,32,31
290,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0290-1079:c:2/3 t:1/12 - TimeCourseNoise #1,563,17807.758,295,65535,1002.226,503.660,987,517,29,27
291,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0291-1096:c:2/3 t:1/12 - TimeCourseNoise #1,937,16485.004,345,59070,257.500,488.487,237,505,42,37
292,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0292-1096:c:2/3 t:1/12 - TimeCourseNoise #1,487,15562.378,109,47463,901.422,489.350,887,501,32,29
293,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0293-1100:c:2/3 t:1/12 - TimeCourseNoise #1,811,16759.589,279,61699,1325.623,483.837,1309,499,33,33
294,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0294-1100:c:2/3 t:1/12 - TimeCourseNoise #1,727,14307.349,103,60600,45.775,479.068,24,498,41,31
295,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0295-1106:c:2/3 t:1/12 - TimeCourseNoise #1,858,18288.700,285,64368,1421.634,476.029,1406,496,31,39
296,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0296-1108:c:2/3 t:1/12 - TimeCourseNoise #1,920,23140.278,114,65535,1252.957,474.884,1236,492,34,35
297,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0297-1108:c:2/3 t:1/12 - TimeCourseNoise #1,687,15837.930,262,56352,359.257,475.932,336,488,44,26
298,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0298-1125:c:2/3 t:1/12 - TimeCourseNoise #1,1534,15353.319,96,56113,643.125,458.889,622,482,43,48
299,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0299-1125:c:2/3 t:1/12 - TimeCourseNoise #1,856,16892.484,215,59459,969.482,457.051,953,474,35,33
300,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0300-1139:c:2/3 t:1/12 - TimeCourseNoise #1,935,18100.201,162,58129,529.075,444.605,512,469,39,50
301,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0301-1143:c:2/3 t:1/12 - TimeCourseNoise #1,682,17370.654,169,54427,716.424,440.606,698,453,36,26
302,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0302-1154:c:2/3 t:1/12 - TimeCourseNoise #1,890,15719.658,107,65535,1369.688,427.410,1351,448,38,38
303,C2-TimeCourseNoise.lsm - TimeCourseNoise #1:0303-1165:c:2/3 t:1/12 - TimeCourseNoise #1,1987,26161.756,153,65535,340.139,416.770,314,443,52,51
